UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	550
653	553
62	15
0	54
118	0
15	0
0	226
209	226
0	157
145	159
0	159
84	0
302	0
1	3
0	3
84	4254
59	4295
6	0
11	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	8
0	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
12	334
11	334
57	43
4	32
1041	4
39	88
0	88
105	0
10	566
5	566
23	48
0	48
7	87
0	19
1	82
4	1188
0	192
171	0
0	0
34	0
557	0
1448	307
0	305
1	78
0	78
0	162
940	119
114	134
275	475
3	8
0	467
0	4
0	2
0	1
71	28
1	5
0	28
5	1742
299	1061
0	1485
0	656
0	858
941	1649
0	1649
0	0
0	1
0	1
0	288
91	288
0	220
1	204
95	79
9	79
1651	1
1	0
21	0
166	0
0	3
26	3
0	0
0	0
3	76
7	76
1	40
0	34
0	11
6	0
0	1
0	0
0	0
0	0
1876	0
4	26
0	8
2	26
0	49
50	49
0	0
0	0
0	0
0	0
0	53
51	101
0	101
14	2
163	0
5	24
94	36
0	22
243	29
0	29
2	24
0	19
204	28
0	1
17	1
0	0
254	75
5	74
619	0
132	0
0	0
0	0
134	0
6	173
0	594
0	162
0	602
1	181
6	66
0	121
187	121
0	5
0	29
0	29
0	532
0	518
0	552
108	198
0	115
0	348
0	328
0	330
32	91
1	91
0	214
343	214
10	0
0	23
0	2
3	23
2	3
0	0
2	0
108	91
326	91
1	0
0	0
20	112
22	112
1224	0
300	0
46	0
0	21
22	21
3	1
4	2
0	19
445	20
0	209
0	145
1348	351
0	145
25	433
238	433
401	0
27	2276
134	2276
0	2
